Feature,Hazard_Ratio,CI_Lower,CI_Upper,p_value
episode_duration,1.4203891414440186,1.2939635404884062,1.5591670476051973,1.6031786954129966e-13
prior_verified_episode_count,1.2905299903503915,1.1305265171052967,1.47317876298753,0.0001590417911772
prior_review_count,1.1577182254751648,1.0294063458580958,1.3020237294924617,0.0145442517218154
episode_review_count,1.1152992924845395,1.0248423744293256,1.2137403203191757,0.01145272927616
Price_Value_Positive,1.107252525509544,0.9570525969013876,1.2810248456737516,0.1707559322580954
dominance_ratio,1.04415045462378,0.9151637976362492,1.1913169803121832,0.5207448819779372
positive_streak,1.0422806026082254,0.9423946579678188,1.1527536212015144,0.42043668349481
aspect_transition_pattern,1.0151848165424917,0.8613067142241847,1.196554252647058,0.8573892735941422
episode_mean_rating,1.0144159101355288,0.8515817025174992,1.208386271914934,0.8726231525412937
customer_lifetime,1.012916800002272,0.905989183588598,1.1324643409790869,0.8216103910352925
net_sentiment,1.0098524867635117,0.840418399225989,1.2134456432196972,0.9166707119903068
sentiment_profile,1.007577171326731,0.828812810214598,1.2248987270309153,0.939616765277182
Domain_Experience_Positive,1.0054124820587922,0.8478784808790846,1.1922159624001338,0.9504979599426469
same_aspect_conflict,1.0048604841006394,0.8284040789809756,1.2189034531904577,0.960749046329225
semantic_variance,1.0025191754017764,0.8261742438387996,1.216504514082091,0.9796647576703896
has_conflict,1.0025191754017764,0.8261742438387996,1.216504514082091,0.9796647576703896
previous_total_aspects,1.0019354957502296,0.8299010370152367,1.2096318631613272,0.9839494208732438
Domain_Experience_Negative,1.0013893260057805,0.8264998930336526,1.2132857979661964,0.9886889727606748
episode_min_rating,0.997353402337345,0.8681609484011606,1.1457711971331836,0.9701334079227788
days_since_last_negative,0.9969740587519074,0.8623010602379911,1.152680101715199,0.9673519543996654
episode_max_rating,0.9969125012174332,0.8592867780251123,1.1565807370709411,0.9674580879106948
negative_streak,0.9874895197322128,0.8160685718946729,1.1949186442960014,0.8970312425212702
previous_negative_count,0.9874895197322128,0.8160685718946729,1.1949186442960014,0.8970312425212702
recent_low_rating_count,0.9777333950706536,0.8713409794599865,1.0971165300051011,0.7016428051341899
cross_aspect_conflict,0.9767915272262092,0.8170195526218449,1.167807654785127,0.7966553884319785
review_frequency,0.9732637978332116,0.8764270596889658,1.080800061683276,0.6122833796294096
rolling_negative_ratio,0.9653764719670036,0.8230508653217173,1.1323136538629042,0.6650150597166647
aspect_entropy,0.9553590612742984,0.810607900018594,1.125958599636116,0.5859097856879973
Product_Performance_Usability_Negative,0.9463096315956006,0.7994196918369374,1.1201899677913645,0.5213869988412976
historical_mean_rating,0.9413965016918062,0.851123453695687,1.0412442161586055,0.2403305066232697
Product_Performance_Usability_Positive,0.8952039513247253,0.7662135588370206,1.045909596906341,0.163158660070481
days_since_previous_episode,0.8070751364567503,0.7084400372624169,0.919443060281762,0.0012694607565654
