Feature,Hazard_Ratio,CI_Lower,CI_Upper,p_value
episode_duration,1.4203891414440186,1.2939635404884062,1.5591670476051973,1.6031786954129966e-13
prior_verified_episode_count,1.2905299903503915,1.1305265171052967,1.47317876298753,0.0001590417911772
days_since_previous_episode,0.8070751364567503,0.7084400372624169,0.919443060281762,0.0012694607565654
prior_review_count,1.1577182254751648,1.0294063458580958,1.3020237294924617,0.0145442517218154
episode_review_count,1.1152992924845395,1.0248423744293256,1.2137403203191757,0.01145272927616
Price_Value_Positive,1.107252525509544,0.9570525969013876,1.2810248456737516,0.1707559322580954
Product_Performance_Usability_Positive,0.8952039513247253,0.7662135588370206,1.045909596906341,0.163158660070481
historical_mean_rating,0.9413965016918062,0.851123453695687,1.0412442161586055,0.2403305066232697
Product_Performance_Usability_Negative,0.9463096315956006,0.7994196918369374,1.1201899677913645,0.5213869988412976
aspect_entropy,0.9553590612742984,0.810607900018594,1.125958599636116,0.5859097856879973
